version,source_batch,dataset,dataset_id,variant_family,variant,ari_mean,ari_std,n_runs,seeds,paired_control,paired_delta_ari,paired_delta_scope,gate_usage,gate_usage_semantics,input_protocol,readout,status,evidence_level,failure_diagnosis,source_artifact,notes
V18,V18/scmae_mainline_v2_2,dim512,ahdpc_prepared__dim512,self,scmae_only,1.0,0.0,3,123|42|7,,,,0/no gate field,No gate usage for scMAE-only or field absent,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_delta_not_available,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,dim512,ahdpc_prepared__dim512,learned,v18_full,0.8515563018099398,0.14226640499383922,3,123|42|7,scmae_only,-0.1484436981900602,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.32811; edge_retention_rate_mean=0.32811; abstention_rate_mean=0.00391,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,dim512,ahdpc_prepared__dim512,auxiliary,v18_leiden,1.0,0.0,3,123|42|7,scmae_only,0.0,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.32811; edge_retention_rate_mean=0.32811,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,dim512,ahdpc_prepared__dim512,auxiliary,v18_mask04,0.8942234432575057,0.05710476922148867,3,123|42|7,scmae_only,-0.10577655674249431,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.34592; edge_retention_rate_mean=0.34592; abstention_rate_mean=0.01400,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,dim512,ahdpc_prepared__dim512,auxiliary,v18_no_recurrence,0.8591520116236794,0.02943327174856737,3,123|42|7,scmae_only,-0.14084798837632062,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.32163; edge_retention_rate_mean=0.32163; abstention_rate_mean=0.02409,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,dim512,ahdpc_prepared__dim512,auxiliary,v18_no_stability,0.9056696305834784,0.14435528288689198,3,123|42|7,scmae_only,-0.09433036941652162,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.30555; edge_retention_rate_mean=0.30555; abstention_rate_mean=0.00130,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,dim512,ahdpc_prepared__dim512,random,v18_shuffled_E0,0.8720419561150065,0.09204322948046978,3,123|42|7,scmae_only,-0.12795804388499354,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.06211; edge_retention_rate_mean=0.06211; abstention_rate_mean=0.00618,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,flame,ahdpc_prepared__flame,static,latent_C_exactzero,0.17560799281406292,0.15685292983844246,3,123|42|7,scmae_only,-0.22004031440430472,matched three-run group means; raw per-seed rows not in snapshot,edge_retention_rate_mean=0.99916; abstention_rate_mean=0.00000,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,flame,ahdpc_prepared__flame,fixed,latent_GW_frozen,0.06375293107019488,0.10612186515253254,3,123|42|7,scmae_only,-0.33189537614817277,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.02977; edge_retention_rate_mean=0.02977; abstention_rate_mean=0.51806,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,flame,ahdpc_prepared__flame,auxiliary,latent_candidate_spectral,0.2108981075489497,0.10868466128016924,3,123|42|7,scmae_only,-0.18475019966941794,matched three-run group means; raw per-seed rows not in snapshot,edge_retention_rate_mean=1.00000; abstention_rate_mean=0.00000,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,flame,ahdpc_prepared__flame,self,scmae_only,0.39564830721836763,0.1508941504054261,3,123|42|7,,,,0/no gate field,No gate usage for scMAE-only or field absent,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_delta_not_available,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,flame,ahdpc_prepared__flame,learned,v18_full,0.0096526254906217,0.009611381106712042,3,123|42|7,scmae_only,-0.38599568172774595,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.14738; edge_retention_rate_mean=0.14738; abstention_rate_mean=0.05694,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,flame,ahdpc_prepared__flame,auxiliary,v18_leiden,0.13166525728451087,0.00417333066493107,3,123|42|7,scmae_only,-0.2639830499338568,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.14738; edge_retention_rate_mean=0.14738,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,flame,ahdpc_prepared__flame,auxiliary,v18_mask04,-0.004079718846682196,0.005725798398068443,3,123|42|7,scmae_only,-0.3997280260650498,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.13312; edge_retention_rate_mean=0.13312; abstention_rate_mean=0.02361,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,flame,ahdpc_prepared__flame,auxiliary,v18_no_recurrence,0.00986694217635326,0.04616842250055667,3,123|42|7,scmae_only,-0.3857813650420144,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.10139; edge_retention_rate_mean=0.10139; abstention_rate_mean=0.15417,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,flame,ahdpc_prepared__flame,auxiliary,v18_no_stability,0.01063957511840173,0.007564815836279251,3,123|42|7,scmae_only,-0.3850087320999659,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.13051; edge_retention_rate_mean=0.13051; abstention_rate_mean=0.06806,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,flame,ahdpc_prepared__flame,random,v18_shuffled_E0,0.13498840388947478,0.13867068091563087,3,123|42|7,scmae_only,-0.2606599033288929,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.14526; edge_retention_rate_mean=0.14526; abstention_rate_mean=0.00000,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass,ahdpc_prepared__glass,static,latent_C_exactzero,0.15176463606208349,0.017519668403833413,3,123|42|7,scmae_only,-0.05252135479564474,matched three-run group means; raw per-seed rows not in snapshot,edge_retention_rate_mean=0.99922; abstention_rate_mean=0.00000,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass,ahdpc_prepared__glass,fixed,latent_GW_frozen,0.14224522069661116,0.05219992640225901,3,123|42|7,scmae_only,-0.06204077016111706,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.01580; edge_retention_rate_mean=0.01580; abstention_rate_mean=0.68692,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass,ahdpc_prepared__glass,auxiliary,latent_candidate_spectral,0.19950770792188197,0.043694567634950415,3,123|42|7,scmae_only,-0.004778282935846256,matched three-run group means; raw per-seed rows not in snapshot,edge_retention_rate_mean=1.00000; abstention_rate_mean=0.00000,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass,ahdpc_prepared__glass,self,scmae_only,0.20428599085772822,0.014604525229368568,3,123|42|7,,,,0/no gate field,No gate usage for scMAE-only or field absent,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_delta_not_available,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass,ahdpc_prepared__glass,learned,v18_full,0.20895536857403463,0.05181345929287785,3,123|42|7,scmae_only,0.004669377716306405,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.12547; edge_retention_rate_mean=0.12547; abstention_rate_mean=0.17290,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass,ahdpc_prepared__glass,auxiliary,v18_leiden,0.19565051386026433,0.05546097961293392,3,123|42|7,scmae_only,-0.008635476997463892,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.12547; edge_retention_rate_mean=0.12547,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass,ahdpc_prepared__glass,auxiliary,v18_mask04,0.20878322962526416,0.013010224987938893,3,123|42|7,scmae_only,0.004497238767535938,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.12225; edge_retention_rate_mean=0.12225; abstention_rate_mean=0.11838,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass,ahdpc_prepared__glass,auxiliary,v18_no_recurrence,0.2461280006180946,0.07650099990451124,3,123|42|7,scmae_only,0.04184200976036637,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.08195; edge_retention_rate_mean=0.08195; abstention_rate_mean=0.37383,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_positive_scope_limited,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass,ahdpc_prepared__glass,auxiliary,v18_no_stability,0.25863391079200104,0.03865202449455599,3,123|42|7,scmae_only,0.05434791993427282,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.10512; edge_retention_rate_mean=0.10512; abstention_rate_mean=0.20717,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_positive_scope_limited,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass,ahdpc_prepared__glass,random,v18_shuffled_E0,0.1885699722496288,0.02380956664024696,3,123|42|7,scmae_only,-0.01571601860809943,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.13789; edge_retention_rate_mean=0.13789; abstention_rate_mean=0.01246,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass_without_id,ahdpc_prepared__glass_without_id,static,latent_C_exactzero,0.1497334147398607,0.022117107868603776,3,123|42|7,scmae_only,-0.045130090894309416,matched three-run group means; raw per-seed rows not in snapshot,edge_retention_rate_mean=0.99945; abstention_rate_mean=0.00000,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass_without_id,ahdpc_prepared__glass_without_id,fixed,latent_GW_frozen,0.17050320139077024,0.04265579165793252,3,123|42|7,scmae_only,-0.024360304243399883,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.01577; edge_retention_rate_mean=0.01577; abstention_rate_mean=0.69159,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass_without_id,ahdpc_prepared__glass_without_id,auxiliary,latent_candidate_spectral,0.15012995499746615,0.015877945577269126,3,123|42|7,scmae_only,-0.04473355063670398,matched three-run group means; raw per-seed rows not in snapshot,edge_retention_rate_mean=1.00000; abstention_rate_mean=0.00000,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass_without_id,ahdpc_prepared__glass_without_id,self,scmae_only,0.19486350563417013,0.004210930460001799,3,123|42|7,,,,0/no gate field,No gate usage for scMAE-only or field absent,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_delta_not_available,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass_without_id,ahdpc_prepared__glass_without_id,learned,v18_full,0.1953393789709393,0.03851294475312998,3,123|42|7,scmae_only,0.00047587333676918364,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.12252; edge_retention_rate_mean=0.12252; abstention_rate_mean=0.17913,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass_without_id,ahdpc_prepared__glass_without_id,auxiliary,v18_leiden,0.15992408468468525,0.013810961577848595,3,123|42|7,scmae_only,-0.03493942094948488,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.12252; edge_retention_rate_mean=0.12252,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass_without_id,ahdpc_prepared__glass_without_id,auxiliary,v18_mask04,0.19516138922186022,0.031221164067920734,3,123|42|7,scmae_only,0.0002978835876900898,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.11976; edge_retention_rate_mean=0.11976; abstention_rate_mean=0.12305,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass_without_id,ahdpc_prepared__glass_without_id,auxiliary,v18_no_recurrence,0.18156312456957083,0.03339784916736376,3,123|42|7,scmae_only,-0.013300381064599298,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.08113; edge_retention_rate_mean=0.08113; abstention_rate_mean=0.35981,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass_without_id,ahdpc_prepared__glass_without_id,auxiliary,v18_no_stability,0.19176521392368404,0.01280508743431603,3,123|42|7,scmae_only,-0.0030982917104860896,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.10550; edge_retention_rate_mean=0.10550; abstention_rate_mean=0.20405,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,glass_without_id,ahdpc_prepared__glass_without_id,random,v18_shuffled_E0,0.15430791822438691,0.02666454783418683,3,123|42|7,scmae_only,-0.04055558740978321,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.13505; edge_retention_rate_mean=0.13505; abstention_rate_mean=0.01246,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,image_segment,ahdpc_prepared__image_segment,static,latent_C_exactzero,0.4137257095737164,0.015584486941289579,3,123|42|7,scmae_only,-0.06409940750295418,matched three-run group means; raw per-seed rows not in snapshot,edge_retention_rate_mean=0.99936; abstention_rate_mean=0.00000,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,image_segment,ahdpc_prepared__image_segment,fixed,latent_GW_frozen,0.4069432657852234,0.1918495809887183,3,123|42|7,scmae_only,-0.0708818512914472,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.01328; edge_retention_rate_mean=0.01328; abstention_rate_mean=0.76825,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,image_segment,ahdpc_prepared__image_segment,auxiliary,latent_candidate_spectral,0.4290298626510975,0.0513110507477731,3,123|42|7,scmae_only,-0.04879525442557309,matched three-run group means; raw per-seed rows not in snapshot,edge_retention_rate_mean=1.00000; abstention_rate_mean=0.00000,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_regression,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,image_segment,ahdpc_prepared__image_segment,self,scmae_only,0.4778251170766706,0.017425695932533368,3,123|42|7,,,,0/no gate field,No gate usage for scMAE-only or field absent,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_delta_not_available,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,image_segment,ahdpc_prepared__image_segment,learned,v18_full,0.5214488289395668,0.035289698570544925,3,123|42|7,scmae_only,0.04362371186289621,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.14057; edge_retention_rate_mean=0.14057; abstention_rate_mean=0.19048,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,149-dataset x 3-seed matrix,paired_positive_scope_limited,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
V18,V18/scmae_mainline_v2_2,image_segment,ahdpc_prepared__image_segment,auxiliary,v18_leiden,0.4997156889795951,0.05557890230879657,3,123|42|7,scmae_only,0.021890571902924538,matched three-run group means; raw per-seed rows not in snapshot,hard_open_rate_mean=0.14057; edge_retention_rate_mean=0.14057,HardConcrete open/edge-retention/abstention diagnostics,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,active ARI; V18 also publishes all-row ARI and Leiden readout,completed,auxiliary V18 variant,paired_neutral_or_small,V18/scmae_mainline_v2_2/v18_summary_v2_2.json,Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.
