alternative_explanation,artifact_status,baseline_bin,causal_status,condition,confidence,control_ari,control_variant,current_ari,dataset_id,delta_ari,effect_state,evidence_level,evidence_source,failure_pattern,gate_usage_raw,global_delta,global_metric,global_nonpositive,input_protocol,interpretation,intervention_location,label_free_local_metric_available,local_delta,local_global_disconnect,local_metric,local_metric_label_use,local_positive,magnitude_proxy_json,magnitude_proxy_keys,measurement_timing,negative_headroom,paired_delta_scope,positive_headroom,post_treatment_descriptor,readout,replay_eligible,seed_count,seeds,selection_policy,source_batch,status,structural_source,variant,variant_family,version
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.0027660783996939393,scmae_only,-0.012699292833257039,ahdpc_prepared__student_evaluation,-0.0099332144335631,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.0027660783996939393,matched three-run group means; raw per-seed rows not in snapshot,1.002766078399694,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.0027660783996939393,scmae_only,-0.013973233963170633,ahdpc_prepared__student_evaluation,-0.011207155563476694,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.0027660783996939393,matched three-run group means; raw per-seed rows not in snapshot,1.002766078399694,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.0027660783996939393,scmae_only,-0.011538377631953025,ahdpc_prepared__student_evaluation,-0.008772299232259086,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.0027660783996939393,matched three-run group means; raw per-seed rows not in snapshot,1.002766078399694,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.003563251626394443,scmae_only,-0.015260160386586993,ahdpc_prepared__student_evaluation_without_instr,-0.01169690876019255,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.003563251626394443,matched three-run group means; raw per-seed rows not in snapshot,1.0035632516263944,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.003563251626394443,scmae_only,0.014048245864362138,ahdpc_prepared__student_evaluation_without_instr,0.01761149749075658,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.003563251626394443,matched three-run group means; raw per-seed rows not in snapshot,1.0035632516263944,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.003563251626394443,scmae_only,-0.019376568953290912,ahdpc_prepared__student_evaluation_without_instr,-0.01581331732689647,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.003563251626394443,matched three-run group means; raw per-seed rows not in snapshot,1.0035632516263944,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.003563251626394443,scmae_only,-0.014413444942659207,ahdpc_prepared__student_evaluation_without_instr,-0.010850193316264764,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.003563251626394443,matched three-run group means; raw per-seed rows not in snapshot,1.0035632516263944,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.003563251626394443,scmae_only,-0.003694859877498352,ahdpc_prepared__student_evaluation_without_instr,-0.000131608251103909,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.003563251626394443,matched three-run group means; raw per-seed rows not in snapshot,1.0035632516263944,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.003563251626394443,scmae_only,0.00396437739618742,ahdpc_prepared__student_evaluation_without_instr,0.0075276290225818636,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.003563251626394443,matched three-run group means; raw per-seed rows not in snapshot,1.0035632516263944,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.003563251626394443,scmae_only,-0.014557115274779653,ahdpc_prepared__student_evaluation_without_instr,-0.01099386364838521,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.003563251626394443,matched three-run group means; raw per-seed rows not in snapshot,1.0035632516263944,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.003563251626394443,scmae_only,-0.014996500723497565,ahdpc_prepared__student_evaluation_without_instr,-0.011433249097103122,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.003563251626394443,matched three-run group means; raw per-seed rows not in snapshot,1.0035632516263944,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,-0.003563251626394443,scmae_only,-0.015209490670311278,ahdpc_prepared__student_evaluation_without_instr,-0.011646239043916835,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,-0.003563251626394443,matched three-run group means; raw per-seed rows not in snapshot,1.0035632516263944,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.39153866787767644,scmae_only,0.27675441462526834,ahdpc_prepared__twodiamonds,-0.1147842532524081,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.39153866787767644,matched three-run group means; raw per-seed rows not in snapshot,0.6084613321223236,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.39153866787767644,scmae_only,0.020639302790723225,ahdpc_prepared__twodiamonds,-0.3708993650869532,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.39153866787767644,matched three-run group means; raw per-seed rows not in snapshot,0.6084613321223236,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.39153866787767644,scmae_only,0.269532293912325,ahdpc_prepared__twodiamonds,-0.12200637396535141,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.39153866787767644,matched three-run group means; raw per-seed rows not in snapshot,0.6084613321223236,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.39153866787767644,scmae_only,0.2214927482331266,ahdpc_prepared__twodiamonds,-0.17004591964454985,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.39153866787767644,matched three-run group means; raw per-seed rows not in snapshot,0.6084613321223236,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.39153866787767644,scmae_only,0.1450033633982323,ahdpc_prepared__twodiamonds,-0.24653530447944413,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.39153866787767644,matched three-run group means; raw per-seed rows not in snapshot,0.6084613321223236,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.39153866787767644,scmae_only,0.3847165305277083,ahdpc_prepared__twodiamonds,-0.006822137349968116,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.39153866787767644,matched three-run group means; raw per-seed rows not in snapshot,0.6084613321223236,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.39153866787767644,scmae_only,0.4844241556973108,ahdpc_prepared__twodiamonds,0.09288548781963435,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.39153866787767644,matched three-run group means; raw per-seed rows not in snapshot,0.6084613321223236,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.39153866787767644,scmae_only,0.4534394910944017,ahdpc_prepared__twodiamonds,0.06190082321672524,positive,auxiliary V18 variant,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.39153866787767644,matched three-run group means; raw per-seed rows not in snapshot,0.6084613321223236,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.2-0.4,observational,,low_observational_summary,0.39153866787767644,scmae_only,0.47696470695366394,ahdpc_prepared__twodiamonds,0.0854260390759875,positive,149-dataset x 3-seed matrix,A0_audited_long_table,observed_positive_intervention_gain,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.39153866787767644,matched three-run group means; raw per-seed rows not in snapshot,0.6084613321223236,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8751713997680458,scmae_only,0.47370415148783734,ahdpc_prepared__unbalance,-0.40146724828020847,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8751713997680458,matched three-run group means; raw per-seed rows not in snapshot,0.12482860023195419,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8751713997680458,scmae_only,0.048767642668610604,ahdpc_prepared__unbalance,-0.8264037570994353,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8751713997680458,matched three-run group means; raw per-seed rows not in snapshot,0.12482860023195419,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8751713997680458,scmae_only,0.4209530374112922,ahdpc_prepared__unbalance,-0.4542183623567536,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8751713997680458,matched three-run group means; raw per-seed rows not in snapshot,0.12482860023195419,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8751713997680458,scmae_only,0.3545877789323324,ahdpc_prepared__unbalance,-0.5205836208357134,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8751713997680458,matched three-run group means; raw per-seed rows not in snapshot,0.12482860023195419,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8751713997680458,scmae_only,0.34622625715187555,ahdpc_prepared__unbalance,-0.5289451426161702,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8751713997680458,matched three-run group means; raw per-seed rows not in snapshot,0.12482860023195419,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8751713997680458,scmae_only,0.3662342136442825,ahdpc_prepared__unbalance,-0.5089371861237633,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8751713997680458,matched three-run group means; raw per-seed rows not in snapshot,0.12482860023195419,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8751713997680458,scmae_only,0.3452783211867873,ahdpc_prepared__unbalance,-0.5298930785812586,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8751713997680458,matched three-run group means; raw per-seed rows not in snapshot,0.12482860023195419,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8751713997680458,scmae_only,0.5440151463321797,ahdpc_prepared__unbalance,-0.3311562534358661,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8751713997680458,matched three-run group means; raw per-seed rows not in snapshot,0.12482860023195419,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8751713997680458,scmae_only,0.2425423622526505,ahdpc_prepared__unbalance,-0.6326290375153953,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8751713997680458,matched three-run group means; raw per-seed rows not in snapshot,0.12482860023195419,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.10215257681854133,scmae_only,0.10868692666114559,ahdpc_prepared__vertebral_column,0.006534349842604259,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.10215257681854133,matched three-run group means; raw per-seed rows not in snapshot,0.8978474231814587,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.10215257681854133,scmae_only,0.007857913367151637,ahdpc_prepared__vertebral_column,-0.09429466345138969,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.10215257681854133,matched three-run group means; raw per-seed rows not in snapshot,0.8978474231814587,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.10215257681854133,scmae_only,0.11279929823656261,ahdpc_prepared__vertebral_column,0.010646721418021282,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.10215257681854133,matched three-run group means; raw per-seed rows not in snapshot,0.8978474231814587,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.10215257681854133,scmae_only,0.01915570124769224,ahdpc_prepared__vertebral_column,-0.08299687557084909,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.10215257681854133,matched three-run group means; raw per-seed rows not in snapshot,0.8978474231814587,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.10215257681854133,scmae_only,0.04049090897761378,ahdpc_prepared__vertebral_column,-0.061661667840927546,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.10215257681854133,matched three-run group means; raw per-seed rows not in snapshot,0.8978474231814587,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.10215257681854133,scmae_only,0.08807394724519783,ahdpc_prepared__vertebral_column,-0.014078629573343493,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.10215257681854133,matched three-run group means; raw per-seed rows not in snapshot,0.8978474231814587,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
